unit_id,name,year,coarse_id,coarse_name
IN.ADM2.00453,Birbhum,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00454,Calcutta,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00455,Darjiling,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00456,Haora,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00457,Hugli,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00458,Jalpaiguri,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00459,Koch Bihar,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00460,Maldah,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00461,Medinipur,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00462,Murshidabad,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00463,Nadia,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00464,North Twenty Four Parganas,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00465,Puruliya,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00466,South Twenty Four Parganas,1991,IN.ADM1.00033,West Bengal
IN.ADM2.00467,West Dinajpur,1991,IN.ADM1.00033,West Bengal
